Time,Lat,Lon,Speed (knots),Heading (deg),Distance to WP (m),Heading Error (deg),XTE (m),Thrust
2025-03-19 22:51:18,50.016664866666666,-4.0,0.0,0.0,411.93713090278914,-54.12498356161916,-0.0,-81.18747534242874
2025-03-19 22:51:20,50.016665083333336,-3.99999985,0.099999682496,16.5,411.93169147024656,-70.62857635281819,-0.025831660856899915,-100.0771077693797
2025-03-19 22:51:21,50.016666683333334,-3.999999616666667,0.399998729984,355.8,411.84087754055366,-49.95001607379703,-0.17993933666286108,-75.46027530826575
2025-03-19 22:51:23,50.0166694,-4.000000966666667,0.49999841248000004,331.6,411.5855336762335,-25.776267575436236,-0.36840928088627506,-39.754094659559826
2025-03-19 22:51:24,50.01667215,-4.000004083333334,0.49999841248000004,317.9,411.22561487746384,-12.092673644567583,-0.4858353130133533,-19.56939182094775
2025-03-19 22:51:27,50.0166765,-4.000011583333333,0.49999841248000004,308.4,410.5072373110614,-2.603683687592138,-0.5638590873761219,-5.563627958071441
2025-03-19 22:51:28,50.01668025,-4.000020016666666,1.6999946024319998,302.5,409.7737842635185,3.298301391098846,-0.5486389477045511,3.3395834496472814
2025-03-19 22:51:31,50.016698283333334,-4.000068133333333,3.9999872998400003,300.0,405.808169995152,5.852622268203731,-0.15849432675472513,8.338898334994864
2025-03-19 22:51:32,50.016711883333336,-4.00010385,4.099986982336,301.8,402.8507978758796,4.090891410895381,0.11180512428034801,6.477036549077361
2025-03-19 22:51:35,50.01674315,-4.000173816666667,4.799984759808,307.4,396.75585275366547,-1.492666419800912,0.22409582885669163,-1.575138099794355
2025-03-19 22:51:36,50.0167625,-4.000211533333333,4.899984442304,309.2,393.30741552246565,-3.3163620129605533,0.059549739131765,-4.8075405405476515
2025-03-19 22:51:38,50.01679643333333,-4.000278266666666,4.9999841248,306.9,387.22592096940986,-1.0552718048037377,-0.20423202043162234,-2.198085924482615
2025-03-19 22:51:40,50.016815566666665,-4.000319283333333,4.9999841248,304.9,383.6004138773892,0.9434344700759993,-0.21091259587195244,0.7964001603195258
2025-03-19 22:51:43,50.01686325,-4.0004273,4.9999841248,304.8,374.22903446242503,1.077267300173105,0.01540407092522864,1.6754195995843582
2025-03-19 22:51:45,50.016881866666665,-4.000468633333333,4.9999841248,305.4,370.6188833849418,0.4855038359460764,0.06860245993451541,0.932292744662986
2025-03-19 22:51:46,50.01690011666667,-4.0005082,4.9999841248,305.9,367.13504594578006,-0.012498039684999185,0.08082514253588306,0.21884239612314446
2025-03-19 22:51:48,50.01691923333333,-4.000548916666666,4.9999841248,306.3,363.52801190200967,-0.4151809170058982,0.06307332477345656,-0.43878050858750295
2025-03-19 22:51:49,50.01693891666667,-4.000590466666667,4.9999841248,306.4,359.83571109025564,-0.5204931058819966,0.02913514684420653,-0.6969667274081808
2025-03-19 22:51:52,50.01697471666667,-4.000666383333333,4.9999841248,306.0,353.10014019375717,-0.12808882891488338,-0.018104475200254152,-0.24809834458872893
2025-03-19 22:51:53,50.016993533333334,-4.000706816666667,4.9999841248,305.8,349.5291059612137,0.0714502916314359,-0.020670968480088356,0.046442985337813714
2025-03-19 22:51:56,50.01702945,-4.000784716666667,4.9999841248,305.6,342.67097493554485,0.27560453692240117,0.004697963670565549,0.4287263470815858
2025-03-19 22:51:57,50.01704813333333,-4.0008253,4.9999841248,305.6,339.0999477868075,0.2782633951895832,0.0204460796373724,0.47811718451170615
2025-03-19 22:52:00,50.017083766666666,-4.0009022,4.9999841248,306.0,332.3182666314347,-0.12013181649842863,0.029457478163986448,-0.09329699387941329
2025-03-19 22:52:01,50.017103066666664,-4.000943483333334,4.9999841248,306.1,328.666440428648,-0.22192265190437865,0.018920268735033965,-0.27792506634150893
2025-03-19 22:52:04,50.01713876666667,-4.00101955,4.9999841248,306.1,321.9287145337491,-0.22755572099333676,-0.013011565552097096,-0.3814099247752254
2025-03-19 22:52:05,50.017158083333335,-4.00106085,4.9999841248,306.0,318.2748392376826,-0.12963442991105012,-0.02435359362011049,-0.266411199122218
2025-03-19 22:52:08,50.01719416666667,-4.001138566666667,4.9999841248,305.7,311.41647757502386,0.17073707392580673,-0.021703274642654327,0.19263107492835896
2025-03-19 22:52:09,50.017212883333336,-4.001179133333333,4.9999841248,305.7,307.8442487732486,0.17292185531744053,-0.009660571365160818,0.2316451804089204
2025-03-19 22:52:12,50.017248,-4.0012552,4.9999841248,305.8,301.14458696141315,0.07679862551628958,0.011026956037117458,0.1487622571838195
2025-03-19 22:52:13,50.017266983333336,-4.001296133333334,4.9999841248,305.9,297.53371357235284,-0.022539742682226915,0.014384114206964166,0.008529240335429289
2025-03-19 22:52:16,50.01730275,-4.0013728833333335,4.9999841248,306.0,290.75204773413196,-0.12432769142395728,0.005080904090655455,-0.17213859095220038
2025-03-19 22:52:17,50.017322033333336,-4.0014142,4.9999841248,306.0,287.09938842278166,-0.12584932929689785,-0.002555711928999904,-0.19664044045858947
2025-03-19 22:52:21,50.0173712,-4.001519966666667,4.9999841248,305.8,277.76177687576296,0.073736301371639,-0.004352458777556934,0.09772893838640274
2025-03-19 22:52:22,50.017389933333334,-4.0015605333333335,4.9999841248,305.7,274.1884701177568,0.1759166831250809,0.0061868340571201354,0.28255950126436513
2025-03-19 22:52:25,50.017425683333336,-4.001637966666666,4.9999841248,305.8,267.3682985578909,0.08039651262799907,0.027029298365568867,0.20108076437644937
2025-03-19 22:52:26,50.0174449,-4.001679383333333,4.9999841248,305.9,263.71419870644013,-0.018975600945623228,0.029597875051127653,0.05844294961114989
