Time,Lat,Lon,Speed (knots),Heading (deg),Distance to WP (m),Heading Error (deg),XTE (m),RZ Thrust,Forward Thrust,WP Lat,WP Lon,Bearing to WP,Wind Speed (knots),Wind Angle (deg)
2025-04-20 00:45:24,50.016664866666666,-4.0,0.0,0.0,402.9959259682169,-62.554161938473726,-0.0,-100.0,83.3,50.01833333333333,-4.005,297.4458380615263,,
2025-04-20 00:45:26,50.01666711666667,-3.999999766666667,0.9999968249600001,358.1,402.89535980439643,-60.686865891214325,-0.22997465204707843,-100.95439480599538,100.0,50.01833333333333,-4.005,297.4131341087857,,
2025-04-20 00:45:27,50.01667713333333,-4.000004866666667,2.099993332416,329.2,402.0589879832364,-31.903993300716138,-1.051415300264072,-55.305987959580996,100.0,50.01833333333333,-4.005,297.29600669928385,,
2025-04-20 00:45:29,50.0166898,-4.000024916666667,2.899990792384,302.5,400.138321901172,-5.289255691436779,-1.6418090502418219,6.735803117223463,100.0,50.01833333333333,-4.005,297.2107443085632,,
2025-04-20 00:45:30,50.01669891666667,-4.000057783333333,4.099986982336,289.0,397.583525904211,8.235572015386992,-1.4589722100158609,28.305294431261704,100.0,50.01833333333333,-4.005,297.235572015387,,
2025-04-20 00:45:33,50.01672288333334,-4.000144183333333,4.799984759808,302.6,390.86779870596206,-5.297622970324312,-0.9784036070978176,-30.61878154947565,100.0,50.01833333333333,-4.005,297.3023770296757,,
2025-04-20 00:45:34,50.0167407,-4.0001837,4.899984442304,303.5,387.44661500076273,-6.2665451308000115,-1.4358332037902706,-22.44723224214068,100.0,50.01833333333333,-4.005,297.2334548692,4.8,359.0
2025-04-20 00:45:36,50.01675565,-4.000225816666667,4.9999841248,294.2,384.0063991863385,3.0183335324011864,-1.5243460128590038,10.72005152140784,100.0,50.01833333333333,-4.005,297.2183335324012,,
2025-04-20 00:45:40,50.016791166666664,-4.000359033333333,5.49998253728,297.3,373.72517325531425,0.047390244278460614,-0.641454995567325,-5.285854007102122,100.0,50.01833333333333,-4.005,297.3473902442785,,
2025-04-20 00:45:41,50.016811483333335,-4.0004145,5.599982219776,299.9,369.1621587745698,-2.5815607472151214,-0.8200525520395544,-12.389852701160438,100.0,50.01833333333333,-4.005,297.31843925278486,,
2025-04-20 00:45:44,50.01684376666667,-4.000514616666667,5.49998253728,292.6,361.15025051757175,4.733216461229517,-0.7089181229172038,16.32881603421797,100.0,50.01833333333333,-4.005,297.33321646122954,,
2025-04-20 00:45:48,50.016880183333335,-4.000640833333334,5.199983489792,303.0,351.269024136774,-5.578120780750396,-0.14570426678906984,-24.754974182592964,100.0,50.01833333333333,-4.005,297.4218792192496,,
