Time,Lat,Lon,Speed (knots),Heading (deg),Distance to WP (m),Heading Error (deg),XTE (m),RZ Thrust,Forward Thrust,WP Lat,WP Lon,Bearing to WP
2025-04-15 19:39:26,50.01677455,-3.9999198,0.9999968249600001,188.9,13.309328315924171,16.6328711481992,5.736690544174944,41.766228576162376,5.9,50.016666666666666,-4.0,205.5328711481992
2025-04-15 19:39:27,50.01676758333333,-3.999922483333333,0.899997142464,197.7,12.527846455464651,8.569587612602902,5.544752227965169,29.10298090977103,5.9,50.016666666666666,-4.0,206.2695876126029
2025-04-15 19:39:30,50.01675783333334,-3.999928633333333,0.799997459968,205.9,11.360199667123394,0.8028383212766812,5.10484391317501,16.14396726020179,5.9,50.016666666666666,-4.0,206.7028383212767
2025-04-15 19:39:32,50.016749583333336,-3.999935616666667,0.799997459968,210.8,10.315350595804711,-4.2835409430306015,4.605327425608251,7.0469088634172135,5.9,50.016666666666666,-4.0,206.5164590569694
2025-04-15 19:39:35,50.01674156666667,-3.9999434666666667,0.699997777472,213.2,9.26671075119255,-7.326717692183024,4.0438184384440445,0.8315208435911803,5.9,50.016666666666666,-4.0,205.87328230781696
2025-04-15 19:39:38,50.016734916666664,-3.9999503499999998,0.599998094976,214.0,99.21602333051528,51.60875527504106,-7.597555874801358,54.83253640704948,7.0,50.016666666666666,-4.001333333333333,265.60875527504106
2025-04-15 19:39:39,50.01673086666667,-3.9999545666666667,0.699997777472,214.1,98.88169092507815,51.75584045692622,-7.146711900465046,56.69932200691371,7.0,50.016666666666666,-4.001333333333333,265.8558404569262
2025-04-15 19:39:41,50.016726633333334,-3.999959366666667,0.699997777472,218.4,98.50619562636395,47.71479145155476,-6.675459350231094,52.01995624224666,7.0,50.016666666666666,-4.001333333333333,266.11479145155477
2025-04-15 19:39:42,50.01672248333333,-3.9999651166666665,0.799997459968,225.6,98.06549766493366,40.76779924074097,-6.21348342497372,42.95438910106547,7.0,50.016666666666666,-4.001333333333333,266.36779924074096
2025-04-15 19:39:44,50.01671876666666,-3.9999717500000003,0.799997459968,231.7,97.56650936713933,34.89262118415763,-5.79974594975275,35.352290029702104,7.0,50.016666666666666,-4.001333333333333,266.5926211841576
2025-04-15 19:39:46,50.0167156,-3.9999788166666668,0.699997777472,238.2,97.04150715044574,28.582641887034754,-5.447234199851786,26.91833447514201,7.0,50.016666666666666,-4.001333333333333,266.78264188703474
2025-04-15 19:39:48,50.0167114,-3.9999909833333334,0.699997777472,245.1,96.14726641308346,21.931703507110484,-4.979692299924853,18.326175868732875,7.0,50.016666666666666,-4.001333333333333,267.0317035071105
2025-04-15 19:39:52,50.0167069,-4.00000875,0.699997777472,251.3,94.8531779385686,15.994123059718845,-4.478754550398627,10.891240118473611,7.0,50.016666666666666,-4.001333333333333,267.29412305971886
