Time,Lat,Lon,Speed (knots),Heading (deg),Distance to WP (m),Heading Error (deg),XTE (m),Thrust
2025-03-19 20:01:18,50.016664866666666,-4.0,0.0,0.0,0.20037508266232218,0.0,0.0,0.0
2025-03-19 20:01:21,50.016664883333334,-4.0,0.0,0.0,39.23286059390964,-3.4842077904121993,0.012126058742262153,-5.190424606924986
2025-03-19 20:01:22,50.01666671666667,-3.9999999666666666,0.899997142464,0.1,39.029299799318466,-3.605909374514738,-0.00271986368042749,-5.4175482431659745
2025-03-19 20:01:24,50.0166772,-4.000000166666666,2.399992379904,358.4,37.86365271281062,-1.9922906141404155,-0.05972367256618729,-3.1664951339068272
2025-03-19 20:01:25,50.01669676666667,-4.000001733333334,3.49998888736,356.0,35.68276806315111,0.3681576138235414,-0.08091594345440711,0.31396962219729585
2025-03-19 20:01:27,50.01672305,-4.0000052,4.399986029824,354.6,32.747148043295496,1.8768672979860526,-0.012126058759522478,2.7833115475005634
2025-03-19 20:01:28,50.0167526,-4.000009583333333,4.799984759808,354.7,29.444815008900143,1.9924714848103804,0.09989832514320221,3.287287730295474
2025-03-19 20:01:29,50.016784216666665,-4.000013616666667,4.899984442304,356.0,25.914620483824482,0.88031439469097,0.17288133300288414,1.8308277961589052
2025-03-19 20:01:31,50.01681645,-4.0000165,4.9999841248,357.4,22.320518176656808,-0.4923190044561352,0.15956533385961275,-0.2712976937759016
2025-03-19 20:01:33,50.01687688333333,-4.000020033333334,4.9999841248,358.0,15.589663931999247,-1.4985845918565701,0.0009066212159162985,-2.255143593851111
2025-03-19 20:01:35,50.016908533333336,-4.000021883333333,4.9999841248,357.6,12.06517799383983,-1.4923638809478348,-0.08221921152484248,-2.483625312877801
2025-03-19 20:01:39,50.01697383333333,-4.000026983333333,2.6999914273920003,356.9,4.789769890803161,-2.3415136074164025,-0.16211520608544636,-3.9921903125838236
2025-03-19 20:01:41,50.0170017,-4.000029383333334,1.9999936499200002,356.8,37.91199570769737,-9.953980150496022,0.10886563342540823,-14.604381626260542
2025-03-19 20:01:43,50.0170135,-4.0000304,1.6999946024319998,356.8,36.61705254273791,-10.310919958782335,-0.12296993048940932,-15.837952058961601
2025-03-19 20:01:44,50.01702415,-4.000031333333333,1.599994919936,356.6,35.4493466028495,-10.453682600244235,-0.33111516033298294,-16.66170739713004
2025-03-19 20:01:47,50.01704156666667,-4.0000331,1.299995872448,355.7,33.53841255091603,-10.137174110270905,-0.6547812981915668,-17.1457167042251
2025-03-19 20:01:48,50.017049883333335,-4.000034133333333,1.199996189952,355.1,32.62380155430884,-9.816844078222061,-0.7961295548417356,-17.066211134411887
2025-03-19 20:01:49,50.01705775,-4.000035266666667,1.199996189952,354.3,31.756550061061535,-9.276763681778448,-0.9189773700553827,-16.61584283026646
2025-03-19 20:01:51,50.0170651,-4.0000365,1.199996189952,353.2,30.943604506099984,-8.410480270028643,-1.0216151323732499,-15.616278486408934
2025-03-19 20:01:52,50.0170728,-4.000038133333334,1.299995872448,351.1,30.086028515794723,-6.524061907730186,-1.1053861077591256,-13.03113994152366
2025-03-19 20:01:54,50.01708283333333,-4.000041133333333,1.8999939674239998,346.9,28.952418083635685,-2.5025548493577503,-1.1538658122147645,-7.139464699442908
2025-03-19 20:01:55,50.017098366666666,-4.000047883333333,3.099990157376,342.5,27.157112540964672,1.8973363298945287,-1.082367406758484,-0.3239924895243034
2025-03-19 20:01:58,50.01714225,-4.0000729,4.599985394816,339.0,21.97458200075034,6.465285115108827,-0.4664187183451187,8.367971587364078
2025-03-19 20:01:59,50.01716991666667,-4.0000894166666665,4.199986664832,339.4,18.700486626379977,7.201052076121982,-0.026254751848353897,10.745663979718765
2025-03-19 20:02:02,50.01721315,-4.000112333333333,3.3999892048639997,343.8,13.647341540728268,4.813870282201435,0.46019084683322,8.599288890298366
2025-03-19 20:02:03,50.017232066666665,-4.00012045,2.799991109888,345.2,11.469400419148652,4.180331507421499,0.540054138453594,7.857747701665542
2025-03-19 20:02:06,50.01726083333333,-4.00013175,2.099993332416,346.3,8.175554101638149,4.512163132699925,0.5889001883418401,8.49791707951931
2025-03-19 20:02:09,50.01729063333333,-4.000142983333333,1.4999952374399999,346.5,39.664067988688835,-10.289738435060087,1.6457885236367749,-10.547387617211143
2025-03-19 20:02:11,50.01729951666667,-4.000146283333334,1.399995554944,346.5,38.66441990617813,-10.560790924184971,1.4215373280746275,-11.68411531853606
2025-03-19 20:02:12,50.01730906666667,-4.000149883333333,1.199996189952,346.3,37.58922503989744,-10.663058403691991,1.183817214257751,-12.535111376360023
2025-03-19 20:02:14,50.017316466666664,-4.000152716666666,1.199996189952,346.0,36.755541803470166,-10.604990364253695,1.0024273898926066,-12.976381975092877
2025-03-19 20:02:16,50.017329133333334,-4.000157733333333,0.9999968249600001,345.4,35.32508493806883,-10.428057141829697,0.702649549760722,-13.6006593223481
2025-03-19 20:02:18,50.017335433333336,-4.000160316666666,0.9999968249600001,345.0,34.61169153665968,-10.242046010588297,0.5592118638482311,-13.730328547553647
2025-03-19 20:02:20,50.01734656666667,-4.0001651166666665,0.899997142464,344.0,33.34497309756611,-9.616567634150613,0.3207994226981662,-13.499238069976164
2025-03-19 20:02:22,50.0173522,-4.000167666666667,0.899997142464,343.4,32.700826896497205,-9.20344052793996,0.20795002814424654,-13.200857773620761
2025-03-19 20:02:26,50.01736783333333,-4.0001758333333335,0.9999968249600001,339.0,30.880647848254775,-5.233189548076723,-0.03524576731976214,-7.966950527049038
