Time,Lat,Lon,Speed (knots),Heading (deg),Distance to WP (m),Heading Error (deg),XTE (m),Thrust
2025-04-14 20:51:45,50.016664866666666,-4.0,0.0,0.0,402.9959259682169,-62.554161938473726,-0.0,-93.83124290771059
2025-04-14 20:51:46,50.016665116666665,-3.9999998,0.099999682496,17.7,402.9957959316014,-80.25861061582208,-0.031291318571203486,-100.0932541209482
2025-04-14 20:51:48,50.0166673,-3.99999975,0.399998729984,348.3,402.8870223605439,-50.88952039382747,-0.2486359991078064,-77.07322394721756
2025-04-14 20:51:49,50.01667015,-4.000001816666667,0.599998094976,324.4,402.6097921881478,-27.0199178013591,-0.462063479824957,-41.894777005359735
2025-04-14 20:51:51,50.01667321666667,-4.000006483333333,0.599998094976,308.9,402.1564105308099,-11.54123825326127,-0.6111835423754574,-19.110821913344957
2025-04-14 20:51:52,50.01667545,-4.000011433333333,0.599998094976,302.0,401.72769277095347,-4.649526618149707,-0.6686362943955003,-8.937455746145027
2025-04-14 20:51:54,50.016678733333336,-4.000021233333333,1.6999946024319998,294.4,400.93713920183404,2.9500969059083104,-0.6699342927165977,2.460839425382532
2025-04-14 20:51:55,50.0166846,-4.00004405,3.099990157376,290.4,399.1875005981358,6.974443392693274,-0.4973341050029961,9.011777481145977
2025-04-14 20:51:57,50.01669305,-4.00008025,3.3999892048639997,290.3,396.4557191275725,7.125762393497666,-0.13874808638457228,10.298503157695551
2025-04-14 20:51:58,50.01670081666666,-4.000111483333334,3.2999895223679996,292.3,394.0745585288936,5.163776587433233,0.12361329279504092,8.120434409856815
2025-04-14 20:52:00,50.016711416666666,-4.00014775,3.8999876173440002,296.2,391.2285940409339,1.2856263911235715,0.27199377464698365,2.732535366125794
2025-04-14 20:52:01,50.01672438333333,-4.00018585,4.49998571232,299.2,388.1447314526918,-1.7177573680165779,0.24700421468075062,-1.8536152565917345
2025-04-14 20:52:03,50.016741716666665,-4.000232816666666,4.799984759808,300.2,384.27392312272207,-2.7418684763240435,0.08292318871198487,-3.8773465787790147
2025-04-14 20:52:05,50.01675768333333,-4.000276016666667,4.9999841248,299.5,380.71240831657036,-2.0648271301889167,-0.07031488530388123,-3.310606371456011
2025-04-14 20:52:06,50.016775216666666,-4.00032635,4.9999841248,297.4,376.61771819922166,0.023959564470089845,-0.14316778709727013,-0.3869999027517921
2025-04-14 20:52:07,50.01678991666667,-4.00037155,4.9999841248,296.4,372.99422770356534,1.0295455123781494,-0.10533642309624244,1.237348432375253
2025-04-14 20:52:09,50.01680626666667,-4.000423283333333,4.9999841248,296.2,368.8713484511551,1.243359923120181,-0.0151323572575768,1.8247223307015754
2025-04-14 20:52:10,50.0168208,-4.00046895,4.9999841248,296.6,365.2268037681327,0.8542538383957208,0.054548655813402916,1.4447541129911268
2025-04-14 20:52:12,50.01683773333333,-4.0005204,4.9999841248,297.5,361.09200155103355,-0.04197701718277358,0.07778346810343106,0.16615861794729217
2025-04-14 20:52:13,50.016853033333334,-4.000565466666667,4.9999841248,298.2,357.44620164264165,-0.7460065129201894,0.05194398750096315,-0.9679243975782645
2025-04-14 20:52:15,50.016870616666665,-4.0006164,4.9999841248,298.2,353.3108408506968,-0.7553320633039675,-0.0060687406544922785,-1.153534925641001
2025-04-14 20:52:16,50.01688636666667,-4.000662433333333,4.9999841248,297.8,349.58059878083753,-0.36165471957770023,-0.04449729313601164,-0.6747355755705912
2025-04-14 20:52:18,50.01690323333333,-4.00071275,4.9999841248,297.3,345.52116098703704,0.13699398239657512,-0.05203814739494525,0.05256490746254311
2025-04-14 20:52:19,50.016918133333334,-4.000758183333334,4.9999841248,296.9,341.87261421340645,0.5412061667188368,-0.026273090722134382,0.7359846631560186
2025-04-14 20:52:21,50.01693496666667,-4.000809766666666,4.9999841248,296.9,337.734480353881,0.54749992828431,0.01123645220774641,0.8559259928163293
2025-04-14 20:52:23,50.016951733333336,-4.0008607666666665,4.9999841248,297.3,333.6368000765583,0.15177802214157055,0.03610179725385472,0.334623883937755
2025-04-14 20:52:24,50.01696925,-4.000913133333333,4.9999841248,297.7,329.41388353521825,-0.2488844333914244,0.031926925531553296,-0.2798946296146529
2025-04-14 20:52:26,50.01698663333333,-4.000964283333333,4.9999841248,297.9,325.27504064725537,-0.45430927692189016,0.0008153432987263434,-0.6804017126752469
2025-04-14 20:52:27,50.01700198333333,-4.0010094,4.9999841248,297.8,321.6235161588176,-0.3595106805800583,-0.028315433032956583,-0.623736028979224
2025-04-14 20:52:29,50.01701928333333,-4.001060633333333,4.9999841248,297.6,317.4836652129439,-0.16322498497191873,-0.048447137986771235,-0.38780645876615794
2025-04-14 20:52:30,50.0170344,-4.00110595,4.9999841248,297.3,313.8314174244142,0.13675343200480938,-0.04793313300512067,0.06461485130659814
2025-04-14 20:52:33,50.017064133333335,-4.00119635,4.9999841248,297.0,306.5673865421439,0.4445050354160571,-0.0052011476454849005,0.6539670911046371
2025-04-14 20:52:34,50.01707871666667,-4.001240816666667,4.9999841248,297.1,302.996463087003,0.34924189152769713,0.01998068410093246,0.5836816346522632
2025-04-14 20:52:37,50.01710678333333,-4.001325566666667,4.9999841248,297.5,296.1766106444282,-0.046609886740725415,0.041106743602627026,0.05194898818144919
2025-04-14 20:52:38,50.01712201666667,-4.001370783333333,4.9999841248,297.8,292.5247285266936,-0.3493267403224536,0.026798357547346406,-0.4461238080672677
2025-04-14 20:52:40,50.01713938333334,-4.001421966666666,4.9999841248,297.8,288.3846355268503,-0.3549024764884052,-0.0015678111809153143,-0.5382722637265597
